sample_id,DATASET_SPLIT,QUALITY_CLASS,DEFECT_TYPE,CAPTURE_INSTRUCTION,EXPECTED_EFFECT,HMAX,HC,BR,BS,LOOP_HZ,X_GAIN,Y_GAIN,X_OFFSET,Y_OFFSET,XY_COUPLING,ASYMMETRY,AMPLITUDE
IMG_0318,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,354.559,71.273,1.3569,1.5427,182.011,1.0657,1.1984,-0.7081,0.6316,0.0388,-0.0188,1546.0
IMG_0319,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,134.79,15.236,1.0778,1.4605,208.553,1.0198,0.934,-0.0153,0.0552,0.0155,0.0063,1553.0
IMG_0320,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,102.425,31.901,0.9624,1.6537,213.661,0.988,0.9431,0.0569,-0.0264,-0.0062,0.0241,1541.0
IMG_0321,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,188.168,64.066,0.4482,1.7313,193.805,1.0721,1.0276,-0.0035,0.0596,0.0202,-0.0046,1507.0
IMG_0322,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,229.713,60.43,0.4326,1.2214,194.966,1.8397,1.5623,0.0405,-0.0137,0.0047,-0.0187,1821.0
IMG_0323,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,238.222,45.639,0.4082,1.1343,153.24,1.0177,0.9676,0.0444,-0.0429,-0.0285,-0.0072,1586.0
IMG_0324,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,419.614,55.21,1.2873,1.6435,211.471,0.9716,1.029,0.0168,-0.0499,0.0113,-0.0128,1509.0
IMG_0325,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,225.921,71.51,1.0315,1.2506,228.308,1.3063,1.0562,0.0234,0.6006,-0.0301,0.0211,1602.0
IMG_0326,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,181.38,35.513,0.2776,1.1605,234.076,0.9285,0.9886,-0.0291,0.0035,-0.0046,-0.0246,1403.0
IMG_0327,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,224.229,50.481,0.8818,1.2871,224.634,1.2515,1.2711,0.0354,0.6462,0.0147,-0.0129,1375.0
IMG_0328,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,244.695,32.396,0.811,1.7986,178.529,0.9846,0.9657,-0.0459,-0.0153,0.0158,-0.0021,1484.0
IMG_0329,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,312.354,73.023,0.6963,0.8393,165.098,0.9171,1.073,0.0536,-0.0198,0.0046,0.0081,1638.0
IMG_0330,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,344.342,36.748,0.3155,1.3099,195.235,1.0937,1.0061,0.0356,-0.0527,0.013,0.0213,1395.0
IMG_0331,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,86.628,13.154,0.3893,1.1507,208.876,0.9025,0.9102,0.0233,-0.0451,0.0396,-0.0162,1561.0
IMG_0332,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,190.668,64.49,0.7986,1.7707,218.737,1.7367,1.8843,0.0433,-0.0413,0.0371,-0.0053,1758.0
IMG_0333,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,178.747,49.039,0.3773,1.4806,236.395,1.0512,1.0319,-0.0422,-0.0094,-0.0083,0.017,1506.0
IMG_0334,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,273.129,66.902,0.3222,1.7853,157.96,1.0588,1.0162,0.0248,-0.033,-0.0077,-0.0091,1510.0
IMG_0335,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,358.554,63.841,0.2665,1.1455,213.505,1.0644,0.9062,0.0234,0.0397,0.018,-0.0102,1464.0
IMG_0336,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,296.22,34.16,0.5193,1.3642,158.337,1.0632,0.9232,0.0269,-0.0276,0.0242,-0.0112,1571.0
IMG_0337,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,257.952,39.868,0.8891,1.129,197.793,1.0501,0.9926,0.0028,-0.0434,0.0149,0.0194,1455.0
IMG_0338,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,145.268,22.36,0.2603,0.8329,179.741,1.0867,1.3129,0.6232,-0.0052,-0.021,0.0242,1450.0
IMG_0339,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,46.868,17.788,0.3272,1.2927,204.705,1.1632,1.0505,0.0477,0.5886,-0.033,-0.0092,1640.0
IMG_0340,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,186.243,41.248,0.7102,0.8295,167.666,0.9265,0.9872,-0.0547,-0.055,0.0084,-0.0131,1418.0
IMG_0341,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,289.292,54.704,0.7631,1.0688,172.246,1.3511,1.3995,-0.023,-0.5443,0.038,0.0191,1542.0
IMG_0342,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,406.515,43.452,0.5468,1.7555,235.326,1.048,1.0598,0.0179,-0.0055,-0.0263,0.0231,1517.0
IMG_0343,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,75.411,8.902,0.431,0.837,178.622,0.9329,1.0661,-0.0236,0.0326,0.0338,-0.0098,1468.0
IMG_0344,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,300.533,50.114,0.8136,1.3873,160.571,0.9909,0.9186,0.0428,-0.0018,-0.0316,-0.0156,1611.0
IMG_0345,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,264.406,26.599,0.2844,1.5716,228.581,0.9551,1.0215,-0.0303,0.0329,-0.0103,0.0118,1576.0
IMG_0346,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,181.994,67.868,0.7016,0.8391,227.524,1.6551,1.6667,0.0504,0.028,0.0302,0.0119,1766.0
IMG_0347,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,71.092,9.274,0.3292,0.8901,197.32,0.4114,0.7057,0.0057,-0.0595,0.0378,-0.0213,724.0
IMG_0348,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,359.444,61.614,0.33,1.4746,172.669,1.0001,1.01,-0.0565,-0.0226,0.2838,-0.1436,1467.0
IMG_0349,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,404.427,48.708,1.0321,1.6342,223.752,0.9107,1.0865,0.0268,0.0548,-0.0363,-0.0185,1536.0
IMG_0350,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,188.901,19.565,0.5152,1.3424,170.411,1.6828,1.4107,0.0159,0.059,0.0201,0.0101,1812.0
IMG_0351,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,109.264,31.039,0.7754,1.7103,221.481,1.0258,1.0911,0.043,-0.0479,-0.0308,-0.0201,1503.0
IMG_0352,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,332.287,56.206,0.4048,0.8014,186.818,1.8251,1.3519,0.0154,-0.048,0.0121,0.0202,1736.0
IMG_0353,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,75.212,25.639,0.76,0.9469,190.764,0.4576,0.6287,0.0304,-0.0144,0.0265,-0.0096,750.0
IMG_0354,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,125.937,16.033,0.589,1.1583,154.465,0.9324,1.0012,-0.0031,0.005,0.0304,0.0202,1502.0
IMG_0355,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,294.545,33.556,0.971,1.2206,191.785,0.9184,0.9677,0.06,0.0565,-0.2001,0.1659,1472.0
IMG_0356,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,357.971,42.317,0.292,1.5259,230.284,1.0206,0.913,0.0598,0.0446,-0.0204,0.02,1569.0
IMG_0357,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,263.805,59.178,1.0149,1.5939,159.824,1.0451,1.0595,-0.0104,0.0007,-0.1875,0.1469,1514.0
IMG_0358,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,163.412,64.623,0.8773,1.4327,151.07,1.2329,1.3955,0.004,0.4892,-0.0168,0.0089,1472.0
IMG_0359,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,276.651,54.388,0.4332,1.2232,215.402,0.9299,0.9502,-0.0151,0.037,0.0241,-0.0028,1541.0
IMG_0360,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,348.461,60.201,0.8385,1.0505,196.444,1.7984,1.5651,0.0034,0.0535,-0.0144,-0.0248,1754.0
IMG_0361,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,80.035,9.239,0.5038,1.7766,158.24,1.0694,1.0058,0.0249,-0.002,-0.0193,0.019,1425.0
IMG_0362,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,294.828,59.268,0.6549,1.4392,150.151,0.98,1.0047,-0.0173,0.0498,0.0106,0.004,1414.0
IMG_0363,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,155.233,19.42,0.8432,1.6112,235.519,0.6452,0.6565,-0.0244,0.0195,-0.0385,0.0059,724.0
IMG_0364,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,117.976,19.491,0.9007,1.081,218.464,1.6494,1.6023,0.0452,-0.0113,-0.0079,-0.0114,1835.0
IMG_0365,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,403.892,52.743,0.8704,1.3851,189.93,0.9036,1.0955,-0.0185,0.0187,-0.0285,0.0189,1370.0
IMG_0366,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,416.008,53.566,0.5667,1.7345,219.056,1.0128,1.0215,-0.023,-0.06,-0.2255,0.2361,1581.0
IMG_0367,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,292.542,40.799,0.9511,1.7635,220.01,1.091,0.9127,0.0449,-0.0311,-0.0128,0.0067,1410.0
IMG_0368,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,386.795,42.552,0.5937,1.0027,178.486,1.3024,1.1321,0.0584,-0.7394,0.0058,0.0003,1471.0
IMG_0369,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,250.503,50.508,0.2483,1.1401,151.924,1.0082,1.0851,-0.0554,-0.0314,-0.0356,0.0056,1603.0
IMG_0370,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,150.702,44.246,0.7215,1.518,220.02,1.02,0.9152,0.0282,-0.031,-0.018,0.0061,1566.0
IMG_0371,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,70.18,12.32,1.0924,1.2846,235.11,1.0925,1.0731,0.0246,-0.0503,-0.0356,-0.0215,1382.0
IMG_0372,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,262.451,40.195,0.4976,1.296,171.603,0.9921,1.0913,0.0516,0.0139,-0.0066,-0.0113,1503.0
IMG_0373,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,338.487,47.073,0.3929,1.4769,185.751,0.9694,1.0301,-0.0126,0.021,0.4288,0.2367,1460.0
IMG_0374,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,127.896,26.367,1.0823,1.7493,175.588,0.9676,0.9024,0.0191,0.0376,-0.0019,0.0004,1432.0
IMG_0375,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,328.765,59.653,0.3731,1.1594,232.713,1.1364,1.355,0.0244,0.7587,-0.0085,-0.0175,1403.0
IMG_0376,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,400.796,71.568,0.5057,1.3542,166.878,1.0453,0.9509,-0.0397,0.0297,-0.0219,0.0085,1385.0
IMG_0377,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,330.439,62.377,0.7125,1.1604,222.801,0.9863,1.0646,0.0077,-0.0364,0.0287,0.0182,1477.0
IMG_0378,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,250.015,37.638,0.255,1.0465,205.133,1.8824,1.6049,-0.0312,0.0191,-0.0146,0.0244,1757.0
IMG_0379,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,303.706,58.376,0.5654,0.9254,174.28,0.9373,1.0483,0.0537,-0.0144,0.0196,0.0211,1544.0
IMG_0380,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,93.579,21.061,0.4841,1.2323,190.325,0.9141,1.0639,-0.0447,0.0346,-0.0327,0.008,1363.0
IMG_0381,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,270.173,62.384,0.3296,1.1348,218.766,1.0964,1.0333,-0.052,-0.0292,-0.001,-0.004,1447.0
IMG_0382,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,47.473,10.178,1.3413,1.68,173.175,1.0562,1.0098,-0.0106,-0.0517,0.0067,-0.0126,1353.0
IMG_0383,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,403.941,70.051,0.7801,1.613,186.431,1.6803,1.8449,-0.0311,0.0178,0.0029,0.0213,1892.0
IMG_0384,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,149.129,57.501,0.4742,1.4161,168.679,1.0269,0.9168,-0.0041,0.0345,-0.0147,-0.0094,1622.0
IMG_0385,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,171.203,43.79,1.0076,1.5066,187.568,1.0948,0.9076,-0.019,-0.041,-0.0069,0.006,1548.0
IMG_0386,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,93.175,11.959,0.3514,1.663,196.679,1.4992,1.5717,0.0468,0.0383,-0.0337,0.0023,1766.0
IMG_0387,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,108.336,13.246,0.1982,0.9898,174.151,0.9697,1.0533,0.05,0.0501,0.0398,-0.0043,1442.0
IMG_0388,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,92.487,21.529,1.3416,1.6957,151.072,1.1785,1.3484,0.6618,-0.0443,-0.0309,0.0191,1412.0
IMG_0389,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,282.724,61.945,0.7767,1.7231,182.332,1.0426,1.0969,0.056,-0.0463,0.0168,-0.0226,1605.0
IMG_0390,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,416.987,53.346,0.4729,0.796,194.275,0.9783,0.9474,0.0106,-0.0372,0.2046,-0.1875,1640.0
IMG_0391,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,363.078,43.428,0.9815,1.3913,197.997,0.9565,0.979,0.0585,-0.0465,0.0198,-0.0179,1619.0
IMG_0392,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,244.952,26.198,0.4281,0.8936,204.429,1.3214,1.1947,-0.5896,0.5138,0.0355,-0.0055,1616.0
IMG_0393,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,384.362,71.073,1.0201,1.1889,194.209,1.0953,1.0343,0.0485,0.035,0.009,-0.0114,1540.0
IMG_0394,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,191.273,28.366,0.4404,0.8859,224.364,1.0748,1.0221,0.0429,-0.0538,-0.3051,0.1295,1623.0
IMG_0395,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,195.946,40.351,0.746,1.5831,167.571,1.0114,0.941,0.0163,0.059,-0.0074,0.001,1445.0
IMG_0396,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,186.144,35.278,1.0378,1.2031,238.427,1.0303,1.0988,0.0564,0.0376,-0.0111,0.0082,1409.0
IMG_0397,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,129.12,49.894,0.3573,0.8386,162.481,1.8026,1.878,0.0054,-0.0109,0.0352,-0.0013,1755.0
IMG_0398,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,139.492,54.535,0.474,0.9273,158.346,1.0019,0.9677,0.0256,-0.013,-0.0326,0.0186,1409.0
IMG_0399,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,57.514,9.09,0.8889,1.4214,177.352,1.0154,0.954,0.0198,0.0507,-0.0293,-0.0133,1647.0
IMG_0400,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,128.9,46.913,0.2534,1.3372,154.039,1.4514,1.7337,0.011,0.0059,-0.0061,-0.0189,1882.0
IMG_0401,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,162.585,20.725,0.712,1.0818,223.687,0.4348,0.4108,-0.0011,-0.047,0.0184,-0.0106,536.0
IMG_0402,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,84.751,13.706,0.6694,0.7692,197.397,0.9695,0.9615,-0.0163,-0.0495,0.0351,0.0104,1413.0
IMG_0403,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,299.484,64.731,0.445,0.7424,199.562,0.532,0.7083,-0.0053,-0.0019,-0.0152,0.0209,500.0
IMG_0404,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,78.483,17.368,0.8577,1.1274,175.815,0.9075,1.0444,0.008,-0.02,0.0332,-0.0032,1436.0
IMG_0405,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,201.419,31.97,0.2114,1.0963,184.57,1.4468,1.4075,0.0075,0.0178,-0.0263,-0.0225,1810.0
IMG_0406,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,329.287,64.676,0.3514,1.5305,182.052,1.6382,1.435,-0.0043,-0.0101,0.0137,-0.016,1886.0
IMG_0407,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,376.739,64.991,0.7126,0.826,176.476,0.4061,0.7032,-0.0327,-0.0057,0.0312,0.0227,447.0
IMG_0408,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,77.85,29.747,0.2997,0.764,216.701,0.9909,1.0267,0.0479,0.0112,0.4278,0.1586,1649.0
IMG_0409,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,378.781,64.536,0.8323,0.957,182.87,0.9341,1.0332,-0.0185,0.0343,-0.0295,-0.0003,1426.0
IMG_0410,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,196.694,22.733,0.67,1.147,222.405,1.2395,1.2523,-0.5117,0.0369,0.0087,-0.0198,1374.0
IMG_0411,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,383.98,43.8,0.4842,1.7772,156.59,1.1028,1.2798,0.5569,-0.01,0.0262,0.023,1650.0
IMG_0412,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,151.511,17.054,0.5263,0.8259,229.804,0.9004,0.9924,0.0435,-0.0106,-0.0006,0.0021,1447.0
IMG_0413,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,146.508,28.747,0.8135,1.1791,230.896,1.5363,1.4714,0.0021,-0.0122,-0.0211,0.0056,1764.0
IMG_0414,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,183.021,21.596,0.1814,0.7452,206.852,1.3177,1.0943,0.6592,0.0309,0.0278,-0.017,1610.0
IMG_0415,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,106.631,14.398,0.5806,1.4308,213.397,1.0008,0.9427,0.0239,0.0197,-0.0222,-0.0149,1467.0
IMG_0416,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,199.971,21.673,0.686,1.3684,232.245,1.0805,0.9062,0.0284,0.0315,0.0205,-0.0104,1366.0
IMG_0417,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,297.078,43.021,0.3343,1.4446,195.822,1.0454,0.9113,-0.0297,0.0245,-0.1873,0.2638,1540.0
IMG_0418,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,385.893,65.752,0.6959,1.2597,208.164,1.0283,0.9119,-0.0263,0.0062,0.0177,0.0039,1605.0
IMG_0419,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,415.397,52.546,0.5483,1.0588,181.599,0.9306,0.9451,0.0074,-0.0412,0.0273,-0.0104,1608.0
IMG_0420,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,176.192,68.115,0.4443,1.3989,170.453,1.0609,0.9034,0.0389,-0.033,0.0155,0.0151,1424.0
IMG_0421,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,200.163,73.505,0.3227,0.8514,192.431,0.9209,0.9281,0.0504,-0.0031,-0.04,-0.0177,1399.0
IMG_0422,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,362.821,58.236,0.6937,0.9788,232.512,1.0704,1.0221,0.042,-0.0018,-0.0307,-0.018,1361.0
IMG_0423,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,145.336,57.974,0.8823,1.6624,236.581,0.9908,0.9825,0.04,-0.0218,0.0348,0.0121,1437.0
