sample_id,DATASET_SPLIT,QUALITY_CLASS,DEFECT_TYPE,CAPTURE_INSTRUCTION,EXPECTED_EFFECT,HMAX,HC,BR,BS,LOOP_HZ,X_GAIN,Y_GAIN,X_OFFSET,Y_OFFSET,XY_COUPLING,ASYMMETRY,AMPLITUDE,hc_negative_div,hc_positive_div,br_positive_div,br_negative_div,h_bias_div,br_bias_div,hc_half_span_div,br_half_span_div,h_extreme_positive_div,b_extreme_positive_div,h_extreme_negative_div,b_extreme_negative_div,grid_origin_x_px,grid_origin_y_px,x_pixels_per_div,y_pixels_per_div,mask,roi_xyxy_source,threshold,predicted_pixels,mean_probability,max_probability
IMG_0389,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,282.724,61.945,0.7767,1.7231,182.332,1.0426,1.0969,0.056,-0.0463,0.0168,-0.0226,1605.0,0.012658,1.253165,0.012658,-2.716456,0.632911,-1.351899,0.620253,1.364557,-0.455696,-3.303797,0.708861,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0389.png,"2059,404,3800,2054",0.5,11253,0.030215,0.999666
IMG_0390,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,416.987,53.346,0.4729,0.796,194.275,0.9783,0.9474,0.0106,-0.0372,0.2046,-0.1875,1640.0,-0.037975,0.582278,0.177215,-3.101266,0.272152,-1.462025,0.310127,1.639241,-0.21519,-3.582278,0.974684,1.721519,272.0,308.0,79.0,79.0,masks_640x600/IMG_0390.png,"2059,404,3800,2054",0.5,12005,0.032213,0.999623
IMG_0391,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,363.078,43.428,0.9815,1.3913,197.997,0.9565,0.979,0.0585,-0.0465,0.0198,-0.0179,1619.0,0.0,0.670886,0.227848,-3.278481,0.335443,-1.525316,0.335443,1.753165,-0.075949,-3.493671,0.493671,1.392405,272.0,308.0,79.0,79.0,masks_640x600/IMG_0391.png,"2059,404,3800,2054",0.5,11114,0.029709,0.999604
IMG_0392,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,244.952,26.198,0.4281,0.8936,204.429,1.3214,1.1947,-0.5896,0.5138,0.0355,-0.0055,1616.0,-2.050633,-1.227848,1.759494,1.648101,-1.639241,1.703797,0.411392,0.055696,1.974684,1.683544,-1.582278,1.772152,272.0,308.0,79.0,79.0,masks_640x600/IMG_0392.png,"2059,404,3800,2054",0.5,9233,0.024718,0.999434
IMG_0393,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,384.362,71.073,1.0201,1.1889,194.209,1.0953,1.0343,0.0485,0.035,0.009,-0.0114,1540.0,-0.253165,0.822785,1.139241,-3.227848,0.28481,-1.044304,0.537975,2.183544,0.025316,-3.253165,0.265823,1.556962,272.0,308.0,79.0,79.0,masks_640x600/IMG_0393.png,"2059,404,3800,2054",0.5,11049,0.029418,0.99958
IMG_0394,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,191.273,28.366,0.4404,0.8859,224.364,1.0748,1.0221,0.0429,-0.0538,-0.3051,0.1295,1623.0,-0.037975,1.113924,0.253165,-2.493671,0.537975,-1.120253,0.575949,1.373418,-0.139241,-2.721519,0.582278,1.316456,272.0,308.0,79.0,79.0,masks_640x600/IMG_0394.png,"2059,404,3800,2054",0.5,11492,0.030626,0.999568
IMG_0395,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,195.946,40.351,0.746,1.5831,167.571,1.0114,0.941,0.0163,0.059,-0.0074,0.001,1445.0,-0.111392,0.962025,0.253165,-2.005063,0.425316,-0.875949,0.536709,1.129114,-0.316456,-2.417722,0.594937,1.012658,272.0,308.0,79.0,79.0,masks_640x600/IMG_0395.png,"2059,404,3800,2054",0.5,9946,0.02649,0.9997
IMG_0396,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,186.144,35.278,1.0378,1.2031,238.427,1.0303,1.0988,0.0564,0.0376,-0.0111,0.0082,1409.0,-0.202532,0.763291,1.075949,-3.126582,0.28038,-1.025316,0.482911,2.101266,0.075949,-3.113924,0.164557,1.392405,272.0,308.0,79.0,79.0,masks_640x600/IMG_0396.png,"2059,404,3800,2054",0.5,9832,0.026175,0.999437
IMG_0397,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,129.12,49.894,0.3573,0.8386,162.481,1.8026,1.878,0.0054,-0.0109,0.0352,-0.0013,1755.0,-1.205063,2.772152,1.329114,-3.291139,0.783544,-0.981013,1.988608,2.310127,-0.050633,-3.35443,0.025316,1.367089,272.0,308.0,79.0,79.0,masks_640x600/IMG_0397.png,"2059,404,3800,2054",0.5,11648,0.031206,0.999127
IMG_0398,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,139.492,54.535,0.474,0.9273,158.346,1.0019,0.9677,0.0256,-0.013,-0.0326,0.0186,1409.0,-0.164557,1.864557,0.18481,-2.189873,0.85,-1.002532,1.014557,1.187342,0.253165,-1.962025,0.113924,0.303797,272.0,308.0,79.0,79.0,masks_640x600/IMG_0398.png,"2059,404,3800,2054",0.5,9699,0.02598,0.999641
IMG_0399,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,57.514,9.09,0.8889,1.4214,177.352,1.0154,0.954,0.0198,0.0507,-0.0293,-0.0133,1647.0,-0.873418,-0.341772,0.670886,0.556962,-0.607595,0.613924,0.265823,0.056962,-0.924051,-1.810127,-0.56962,0.56962,272.0,308.0,79.0,79.0,masks_640x600/IMG_0399.png,"2059,404,3800,2054",0.5,3704,0.010022,0.991593
IMG_0400,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,128.9,46.913,0.2534,1.3372,154.039,1.4514,1.7337,0.011,0.0059,-0.0061,-0.0189,1882.0,0.658228,3.78481,-0.43038,-2.620253,2.221519,-1.525316,1.563291,1.094937,3.78481,-0.253165,-2.658228,-2.0,272.0,308.0,79.0,79.0,masks_640x600/IMG_0400.png,"2059,404,3800,2054",0.5,13481,0.036114,0.999174
IMG_0401,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,162.585,20.725,0.712,1.0818,223.687,0.4348,0.4108,-0.0011,-0.047,0.0184,-0.0106,536.0,,,-1.329114,-1.417722,,-1.373418,,0.044304,0.531646,-1.341772,-0.202532,-0.987342,272.0,308.0,79.0,79.0,masks_640x600/IMG_0401.png,"2059,404,3800,2054",0.5,1737,0.004815,0.997012
IMG_0402,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,84.751,13.706,0.6694,0.7692,197.397,0.9695,0.9615,-0.0163,-0.0495,0.0351,0.0104,1413.0,0.21519,1.050633,-1.037975,-3.278481,0.632911,-2.158228,0.417722,1.120253,0.417722,-3.177215,0.620253,1.227848,272.0,308.0,79.0,79.0,masks_640x600/IMG_0402.png,"2059,404,3800,2054",0.5,10296,0.027444,0.999563
IMG_0403,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,299.484,64.731,0.445,0.7424,199.562,0.532,0.7083,-0.0053,-0.0019,-0.0152,0.0209,500.0,,,-1.439241,-1.556962,,-1.498101,,0.058861,1.075949,-0.987342,-0.202532,-0.962025,272.0,308.0,79.0,79.0,masks_640x600/IMG_0403.png,"2059,404,3800,2054",0.5,2776,0.007458,0.99758
IMG_0404,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,78.483,17.368,0.8577,1.1274,175.815,0.9075,1.0444,0.008,-0.02,0.0332,-0.0032,1436.0,0.227848,1.278481,-0.746835,-3.329114,0.753165,-2.037975,0.525316,1.291139,0.367089,-3.253165,0.78481,1.392405,272.0,308.0,79.0,79.0,masks_640x600/IMG_0404.png,"2059,404,3800,2054",0.5,10205,0.027215,0.999627
IMG_0405,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,201.419,31.97,0.2114,1.0963,184.57,1.4468,1.4075,0.0075,0.0178,-0.0263,-0.0225,1810.0,0.513924,2.063291,-0.56962,-2.367089,1.288608,-1.468354,0.774684,0.898734,-0.139241,-2.518987,1.35443,0.860759,272.0,308.0,79.0,79.0,masks_640x600/IMG_0405.png,"2059,404,3800,2054",0.5,12579,0.033781,0.999471
IMG_0406,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,329.287,64.676,0.3514,1.5305,182.052,1.6382,1.435,-0.0043,-0.0101,0.0137,-0.016,1886.0,0.341772,2.506329,-0.341772,-2.556962,1.424051,-1.449367,1.082278,1.107595,0.582278,-2.012658,-2.64557,-2.886076,272.0,308.0,79.0,79.0,masks_640x600/IMG_0406.png,"2059,404,3800,2054",0.5,13012,0.034937,0.999371
IMG_0407,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,376.739,64.991,0.7126,0.826,176.476,0.4061,0.7032,-0.0327,-0.0057,0.0312,0.0227,447.0,,,-0.949367,-0.974684,,-0.962025,,0.012658,1.050633,-1.0,0.518987,-0.329114,272.0,308.0,79.0,79.0,masks_640x600/IMG_0407.png,"2059,404,3800,2054",0.5,1995,0.00547,0.997457
IMG_0408,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,77.85,29.747,0.2997,0.764,216.701,0.9909,1.0267,0.0479,0.0112,0.4278,0.1586,1649.0,0.341772,2.088608,-0.506329,-2.620253,1.21519,-1.563291,0.873418,1.056962,0.037975,-2.594937,1.696203,1.848101,272.0,308.0,79.0,79.0,masks_640x600/IMG_0408.png,"2059,404,3800,2054",0.5,11529,0.030918,0.999614
IMG_0409,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,378.781,64.536,0.8323,0.957,182.87,0.9341,1.0332,-0.0185,0.0343,-0.0295,-0.0003,1426.0,0.164557,1.025316,-0.759494,-3.265823,0.594937,-2.012658,0.43038,1.253165,0.379747,-3.202532,0.556962,1.518987,272.0,308.0,79.0,79.0,masks_640x600/IMG_0409.png,"2059,404,3800,2054",0.5,10122,0.02704,0.999513
IMG_0410,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,196.694,22.733,0.67,1.147,222.405,1.2395,1.2523,-0.5117,0.0369,0.0087,-0.0198,1374.0,-0.835443,-0.088608,1.088608,0.075949,-0.462025,0.582278,0.373418,0.506329,-0.848101,-3.35443,-0.417722,1.367089,272.0,308.0,79.0,79.0,masks_640x600/IMG_0410.png,"2059,404,3800,2054",0.5,9555,0.025485,0.999428
IMG_0411,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,383.98,43.8,0.4842,1.7772,156.59,1.1028,1.2798,0.5569,-0.01,0.0262,0.023,1650.0,2.151899,2.924051,,,2.537975,,0.386076,,1.329114,-3.64557,3.025316,1.721519,272.0,308.0,79.0,79.0,masks_640x600/IMG_0411.png,"2059,404,3800,2054",0.5,8576,0.023006,0.999548
IMG_0412,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,151.511,17.054,0.5263,0.8259,229.804,0.9004,0.9924,0.0435,-0.0106,-0.0006,0.0021,1447.0,0.544304,1.126582,-2.759494,-3.481013,0.835443,-3.120253,0.291139,0.360759,0.379747,-3.35443,0.949367,1.227848,272.0,308.0,79.0,79.0,masks_640x600/IMG_0412.png,"2059,404,3800,2054",0.5,9959,0.026532,0.999629
IMG_0413,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,146.508,28.747,0.8135,1.1791,230.896,1.5363,1.4714,0.0021,-0.0122,-0.0211,0.0056,1764.0,-0.101266,1.78481,0.594937,-0.144304,0.841772,0.225316,0.943038,0.36962,0.734177,-3.670886,0.594937,2.012658,272.0,308.0,79.0,79.0,masks_640x600/IMG_0413.png,"2059,404,3800,2054",0.5,10397,0.027834,0.999394
IMG_0414,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,183.021,21.596,0.1814,0.7452,206.852,1.3177,1.0943,0.6592,0.0309,0.0278,-0.017,1610.0,2.493671,3.316456,-3.303797,-3.468354,2.905063,-3.386076,0.411392,0.082278,1.506329,-2.974684,3.329114,1.759494,272.0,308.0,79.0,79.0,masks_640x600/IMG_0414.png,"2059,404,3800,2054",0.5,9150,0.024479,0.999681
IMG_0415,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,106.631,14.398,0.5806,1.4308,213.397,1.0008,0.9427,0.0239,0.0197,-0.0222,-0.0149,1467.0,0.607595,1.367089,-1.506329,-2.987342,0.987342,-2.246835,0.379747,0.740506,0.050633,-2.974684,1.202532,0.962025,272.0,308.0,79.0,79.0,masks_640x600/IMG_0415.png,"2059,404,3800,2054",0.5,10284,0.027324,0.999707
IMG_0416,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,199.971,21.673,0.686,1.3684,232.245,1.0805,0.9062,0.0284,0.0315,0.0205,-0.0104,1366.0,0.56962,1.189873,-1.924051,-3.0,0.879747,-2.462025,0.310127,0.537975,0.329114,-2.772152,1.063291,0.936709,272.0,308.0,79.0,79.0,masks_640x600/IMG_0416.png,"2059,404,3800,2054",0.5,9556,0.0254,0.99971
IMG_0417,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,297.078,43.021,0.3343,1.4446,195.822,1.0454,0.9113,-0.0297,0.0245,-0.1873,0.2638,1540.0,0.683544,3.060759,-0.898734,-1.759494,1.872152,-1.329114,1.188608,0.43038,3.189873,0.063291,-2.101266,-2.088608,272.0,308.0,79.0,79.0,masks_640x600/IMG_0417.png,"2059,404,3800,2054",0.5,10967,0.029241,0.999662
IMG_0418,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,385.893,65.752,0.6959,1.2597,208.164,1.0283,0.9119,-0.0263,0.0062,0.0177,0.0039,1605.0,0.316456,1.35443,-0.772152,-3.126582,0.835443,-1.949367,0.518987,1.177215,0.037975,-3.151899,1.0,1.177215,272.0,308.0,79.0,79.0,masks_640x600/IMG_0418.png,"2059,404,3800,2054",0.5,11304,0.030244,0.99961
IMG_0419,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,415.397,52.546,0.5483,1.0588,181.599,0.9306,0.9451,0.0074,-0.0412,0.0273,-0.0104,1608.0,0.493671,1.21519,-1.812658,-3.544304,0.85443,-2.678481,0.360759,0.865823,0.151899,-3.455696,1.063291,1.189873,272.0,308.0,79.0,79.0,masks_640x600/IMG_0419.png,"2059,404,3800,2054",0.5,9506,0.025421,0.999558
IMG_0420,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,176.192,68.115,0.4443,1.3989,170.453,1.0609,0.9034,0.0389,-0.033,0.0155,0.0151,1424.0,1.177215,3.0,-0.810127,-2.227848,2.088608,-1.518987,0.911392,0.708861,2.949367,-0.265823,-1.898734,-2.126582,272.0,308.0,79.0,79.0,masks_640x600/IMG_0420.png,"2059,404,3800,2054",0.5,9572,0.025652,0.999411
IMG_0421,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,200.163,73.505,0.3227,0.8514,192.431,0.9209,0.9281,0.0504,-0.0031,-0.04,-0.0177,1399.0,0.860759,2.696203,-0.78481,-2.443038,1.778481,-1.613924,0.917722,0.829114,2.810127,0.088608,-1.481013,-2.126582,272.0,308.0,79.0,79.0,masks_640x600/IMG_0421.png,"2059,404,3800,2054",0.5,8960,0.023987,0.999596
IMG_0422,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,362.821,58.236,0.6937,0.9788,232.512,1.0704,1.0221,0.042,-0.0018,-0.0307,-0.018,1361.0,0.455696,1.316456,-1.759494,-3.341772,0.886076,-2.550633,0.43038,0.791139,0.443038,-3.202532,0.886076,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0422.png,"2059,404,3800,2054",0.5,10055,0.026786,0.999623
IMG_0423,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,145.336,57.974,0.8823,1.6624,236.581,0.9908,0.9825,0.04,-0.0218,0.0348,0.0121,1437.0,0.43038,2.464557,-0.531646,-2.924051,1.447468,-1.727848,1.017089,1.196203,0.455696,-2.620253,0.873418,0.481013,272.0,308.0,79.0,79.0,masks_640x600/IMG_0423.png,"2059,404,3800,2054",0.5,10637,0.028442,0.999682
IMG_0424,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,276.613,45.842,1.0046,1.6129,208.163,0.9771,1.0091,0.02,0.0243,0.0017,-0.0013,1613.0,0.329114,1.291139,-1.075949,-3.43038,0.810127,-2.253165,0.481013,1.177215,0.202532,-3.329114,1.063291,1.670886,272.0,308.0,79.0,79.0,masks_640x600/IMG_0424.png,"2059,404,3800,2054",0.5,11498,0.030624,0.999671
IMG_0425,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,355.231,46.513,0.3207,1.7058,164.768,0.9566,0.99,-0.0195,-0.0077,0.032,-0.0084,1549.0,0.873418,1.620253,-1.202532,-2.303797,1.246835,-1.753165,0.373418,0.550633,-0.278481,-2.620253,1.443038,0.632911,272.0,308.0,79.0,79.0,masks_640x600/IMG_0425.png,"2059,404,3800,2054",0.5,10389,0.027756,0.99968
IMG_0426,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,260.449,53.458,0.7456,1.0922,207.601,1.1348,1.0901,-0.038,0.7274,-0.0369,-0.0179,1483.0,-0.392405,0.886076,1.405063,-1.708861,0.246835,-0.151899,0.639241,1.556962,0.227848,-1.544304,0.063291,1.518987,272.0,308.0,79.0,79.0,masks_640x600/IMG_0426.png,"2059,404,3800,2054",0.5,9081,0.02431,0.999534
IMG_0427,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,278.598,50.982,1.0141,1.6299,202.701,1.0629,1.0208,-0.0562,-0.0553,0.0098,-0.0085,1462.0,0.240506,1.291139,-0.620253,-3.405063,0.765823,-2.012658,0.525316,1.392405,0.037975,-3.417722,0.810127,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0427.png,"2059,404,3800,2054",0.5,10541,0.028303,0.999644
IMG_0428,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,177.558,35.668,0.8273,0.9484,236.536,0.9944,0.9649,0.0413,-0.0022,0.0095,-0.0175,1562.0,0.291139,1.417722,-1.240506,-3.607595,0.85443,-2.424051,0.563291,1.183544,0.468354,-3.582278,0.721519,1.265823,272.0,308.0,79.0,79.0,masks_640x600/IMG_0428.png,"2059,404,3800,2054",0.5,11601,0.030615,0.999598
IMG_0429,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,77.665,6.241,0.4966,1.0121,156.584,1.464,1.6367,-0.001,-0.0474,-0.0384,-0.0037,1738.0,0.35443,1.126582,-1.873418,-3.151899,0.740506,-2.512658,0.386076,0.639241,0.518987,-3.658228,0.721519,1.936709,272.0,308.0,79.0,79.0,masks_640x600/IMG_0429.png,"2059,404,3800,2054",0.5,9835,0.026226,0.999212
IMG_0430,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,381.348,67.337,0.2299,0.8147,190.685,1.0986,0.9795,-0.0018,-0.0336,0.3466,-0.2486,1499.0,0.987342,1.56962,-1.253165,-3.075949,1.278481,-2.164557,0.291139,0.911392,-0.379747,-3.582278,2.392405,1.518987,272.0,308.0,79.0,79.0,masks_640x600/IMG_0430.png,"2059,404,3800,2054",0.5,10750,0.028749,0.999586
IMG_0431,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,185.991,20.569,1.0397,1.6431,154.778,0.9135,0.9595,-0.008,-0.0212,0.0122,-0.0082,1481.0,0.43038,1.012658,-2.139241,-3.468354,0.721519,-2.803797,0.291139,0.664557,0.265823,-3.341772,0.886076,1.21519,272.0,308.0,79.0,79.0,masks_640x600/IMG_0431.png,"2059,404,3800,2054",0.5,10275,0.027437,0.999574
IMG_0432,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,61.381,13.378,0.5773,0.8058,233.166,1.5664,1.7716,0.0465,0.0427,0.0394,-0.004,1862.0,-0.202532,2.012658,1.063291,0.227848,0.905063,0.64557,1.107595,0.417722,1.113924,-3.683544,0.405063,2.177215,272.0,308.0,79.0,79.0,masks_640x600/IMG_0432.png,"2059,404,3800,2054",0.5,10746,0.028652,0.998947
IMG_0433,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,173.565,21.238,1.1395,1.7011,150.522,0.6058,0.7426,-0.0399,-0.0005,-0.013,-0.0145,578.0,,,-1.696203,-1.810127,,-1.753165,,0.056962,0.455696,-1.746835,0.594937,-0.329114,272.0,308.0,79.0,79.0,masks_640x600/IMG_0433.png,"2059,404,3800,2054",0.5,3065,0.008234,0.998009
IMG_0434,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,247.982,72.996,0.9404,1.4286,236.905,1.0936,1.0009,-0.0338,0.0466,-0.0062,-0.0037,1500.0,0.012658,1.746835,0.050633,-3.107595,0.879747,-1.528481,0.867089,1.579114,0.443038,-2.721519,0.632911,1.012658,272.0,308.0,79.0,79.0,masks_640x600/IMG_0434.png,"2059,404,3800,2054",0.5,11297,0.030234,0.999683
IMG_0435,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,59.859,9.735,0.2604,0.8977,217.156,0.9599,1.0148,-0.0312,-0.0241,0.1896,0.2334,1419.0,0.556962,1.594937,-1.202532,-2.329114,1.075949,-1.765823,0.518987,0.563291,-0.911392,-3.43038,1.367089,1.392405,272.0,308.0,79.0,79.0,masks_640x600/IMG_0435.png,"2059,404,3800,2054",0.5,10171,0.027172,0.999676
IMG_0436,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,153.672,42.244,1.0753,1.5651,181.279,0.3697,0.5647,0.0333,-0.0399,0.0356,-0.0087,354.0,,,,,,,,,0.468354,-1.759494,0.493671,-0.240506,272.0,308.0,79.0,79.0,masks_640x600/IMG_0436.png,"2059,404,3800,2054",0.5,1481,0.00415,0.996886
IMG_0437,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,348.088,53.358,0.5586,1.5631,152.632,1.4142,1.4739,-0.0113,-0.0461,-0.0159,-0.0135,1737.0,0.341772,1.696203,-0.670886,-3.607595,1.018987,-2.139241,0.677215,1.468354,0.075949,-3.670886,1.455696,1.924051,272.0,308.0,79.0,79.0,masks_640x600/IMG_0437.png,"2059,404,3800,2054",0.5,10336,0.027679,0.999614
IMG_0438,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,347.014,74.341,1.1818,1.3919,153.357,1.0871,1.003,0.0473,0.0069,0.0032,-0.0226,1418.0,0.302532,1.493671,-1.070886,-3.417722,0.898101,-2.244304,0.59557,1.173418,0.64557,-3.202532,0.721519,1.101266,272.0,308.0,79.0,79.0,masks_640x600/IMG_0438.png,"2059,404,3800,2054",0.5,10841,0.028919,0.999608
IMG_0439,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,231.175,26.531,0.3823,1.5615,234.619,1.5063,1.6452,-0.0361,0.0273,-0.0339,0.0199,1765.0,0.303797,1.468354,-0.620253,-3.113924,0.886076,-1.867089,0.582278,1.246835,-0.341772,-3.670886,1.329114,1.974684,272.0,308.0,79.0,79.0,masks_640x600/IMG_0439.png,"2059,404,3800,2054",0.5,10599,0.028438,0.99957
IMG_0440,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,231.866,52.833,0.6695,1.6177,234.633,0.9931,1.0889,-0.0559,-0.0287,-0.0251,-0.0088,1420.0,0.392405,1.594937,-0.658228,-2.848101,0.993671,-1.753165,0.601266,1.094937,-0.075949,-2.949367,1.063291,0.873418,272.0,308.0,79.0,79.0,masks_640x600/IMG_0440.png,"2059,404,3800,2054",0.5,10355,0.027678,0.999697
IMG_0441,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,131.576,54.757,0.7342,0.8359,193.069,1.0173,0.9089,0.0506,-0.0356,-0.0183,0.0247,1441.0,0.012658,2.21519,0.072152,-3.227848,1.113924,-1.577848,1.101266,1.65,1.0,-2.772152,0.531646,0.835443,272.0,308.0,79.0,79.0,masks_640x600/IMG_0441.png,"2059,404,3800,2054",0.5,10553,0.028301,0.999685
IMG_0442,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,145.563,26.489,0.5005,0.8921,167.925,0.5844,0.6858,-0.0039,0.014,0.0136,-0.0154,445.0,,,-1.506329,-1.607595,,-1.556962,,0.050633,0.544304,-1.468354,-0.164557,-1.088608,272.0,308.0,79.0,79.0,masks_640x600/IMG_0442.png,"2059,404,3800,2054",0.5,2404,0.006487,0.997688
